Area	Location	Latitude	Longitude
60	72	62.25000	-39.50000
60	73	62.25000	-38.50000
60	74	62.25000	-37.50000
60	75	62.25000	-36.50000
60	76	62.25000	-35.50000
60	77	62.25000	-34.50000
60	78	62.25000	-33.50000
60	79	62.25000	-32.50000
60	80	62.25000	-31.50000
60	81	62.25000	-30.50000
60	82	62.25000	-29.50000
60	83	62.25000	-28.50000
60	84	62.25000	-27.50000
60	85	62.75000	-42.25000
60	86	62.75000	-40.50000
60	87	62.75000	-39.50000
60	88	62.75000	-38.50000
60	89	62.75000	-37.50000
60	90	62.75000	-36.50000
60	91	62.75000	-35.50000
60	92	62.75000	-34.50000
60	93	62.75000	-33.50000
60	94	62.75000	-32.50000
60	95	62.75000	-31.50000
60	96	62.75000	-30.50000
60	97	62.75000	-29.50000
60	98	62.75000	-28.50000
60	99	62.75000	-27.50000
60		60.98872	-35.31391
61	01	63.25000	-41.00000
61	02	63.25000	-39.50000
61	03	63.25000	-38.50000
61	04	63.25000	-37.50000
61	05	63.25000	-36.50000
61	06	63.25000	-35.50000
61	07	63.25000	-34.50000
61	08	63.25000	-33.50000
61	09	63.25000	-32.50000
61	10	63.25000	-31.50000
61	11	63.25000	-30.50000
61	12	63.25000	-29.50000
61	13	63.25000	-28.50000
61	14	63.25000	-27.50000
61	15	63.75000	-40.50000
61	16	63.75000	-38.50000
61	17	63.75000	-37.50000
61	18	63.75000	-36.50000
61	19	63.75000	-35.50000
61	20	63.75000	-34.50000
61	21	63.75000	-33.50000
61	22	63.75000	-32.50000
61	23	63.75000	-31.50000
61	24	63.75000	-30.50000
61	25	63.75000	-29.50000
61	26	63.75000	-28.50000
61	27	63.75000	-27.50000
61	28	64.25000	-40.50000
61	29	64.25000	-38.50000
61	30	64.25000	-37.50000
61	31	64.25000	-36.50000
61	32	64.25000	-35.50000
61	33	64.25000	-34.50000
61	34	64.25000	-33.50000
61	35	64.25000	-32.50000
61	36	64.25000	-31.50000
61	37	64.25000	-30.50000
61	38	64.25000	-29.50000
61	39	64.25000	-28.50000
61	40	64.25000	-27.50000
61	41	64.75000	-40.50000
61	42	64.75000	-38.50000
61	43	64.75000	-37.50000
61	44	64.75000	-36.50000
61	45	64.75000	-35.50000
61	46	64.75000	-34.50000
61	47	64.75000	-33.50000
61	48	64.75000	-32.50000
61	49	64.75000	-31.50000
61	50	64.75000	-30.50000
61	51	64.75000	-29.50000
61	52	64.75000	-28.50000
61	53	64.75000	-27.50000
61	54	65.25000	-39.50000
61	55	65.25000	-37.50000
61	56	65.25000	-36.50000
61	57	65.25000	-35.50000
61	58	65.25000	-34.50000
61	59	65.25000	-33.50000
61	60	65.25000	-32.50000
61	61	65.25000	-31.50000
61	62	65.25000	-30.50000
61	63	65.25000	-29.50000
61	64	65.25000	-28.50000
61	65	65.25000	-27.50000
61	66	66.00000	-38.00000
61	67	65.75000	-35.50000
61	68	65.75000	-34.50000
61	69	65.75000	-33.50000
61	70	65.75000	-32.50000
61	71	65.75000	-31.50000
61	72	65.75000	-30.50000
61	73	65.75000	-29.50000
61	74	65.75000	-28.50000
61	75	65.75000	-27.50000
61	76	66.25000	-34.50000
61	77	66.25000	-32.50000
61	78	66.25000	-31.50000
61	79	66.25000	-30.50000
61	80	66.25000	-29.50000
61	81	66.25000	-28.50000
61	82	66.25000	-27.50000
61	83	66.75000	-33.50000
61	84	66.75000	-31.50000
61	85	66.75000	-30.50000
61	86	66.75000	-29.50000
61	87	66.75000	-28.50000
61	88	66.75000	-27.50000
61	89	67.25000	-33.00000
61	90	67.25000	-31.50000
61	91	67.25000	-30.50000
61	92	67.25000	-29.50000
61	93	67.25000	-28.50000
61	94	67.25000	-27.50000
61	95	67.75000	-32.50000
61	96	67.75000	-30.50000
61	97	67.75000	-29.50000
61	98	67.75000	-28.50000
61	99	67.75000	-27.50000
61		65.15164	-33.54098
62	01	68.50000	-29.00000
62	02	68.50000	-24.00000
62	03	68.25000	-22.50000
62	04	68.25000	-21.50000
62	05	68.25000	-20.50000
62	06	68.25000	-19.50000
62	07	68.25000	-18.50000
62	08	68.25000	-17.50000
62	09	68.25000	-16.50000
62	10	68.25000	-15.50000
62	11	68.25000	-14.50000
62	12	68.25000	-13.50000
62	13	68.25000	-12.50000
62	14	68.25000	-11.50000
62	15	68.75000	-22.50000
62	16	68.75000	-21.50000
62	17	68.75000	-20.50000
62	18	68.75000	-19.50000
62	19	68.75000	-18.50000
62	20	68.75000	-17.50000
62	21	68.75000	-16.50000
62	22	68.75000	-15.50000
62	23	68.75000	-14.50000
62	24	68.75000	-13.50000
62	25	68.75000	-12.50000
62	26	68.75000	-11.50000
62	27	69.50000	-23.50000
62	28	69.25000	-20.50000
62	29	69.25000	-19.50000
62	30	69.25000	-18.50000
62	31	69.25000	-17.50000
62	32	69.25000	-16.50000
62	33	69.25000	-15.50000
62	34	69.25000	-14.50000
62	35	69.25000	-13.50000
62	36	69.25000	-12.50000
62	37	69.25000	-11.50000
62	38	69.75000	-20.50000
62	39	69.75000	-19.50000
62	40	69.75000	-18.50000
62	41	69.75000	-17.50000
62	42	69.75000	-16.50000
62	43	69.75000	-15.50000
62	44	69.75000	-14.50000
62	45	69.75000	-13.50000
62	46	69.75000	-12.50000
62	47	69.75000	-11.50000
62	48	72.07500	-24.97500
62	49	70.50000	-20.00000
62	50	70.25000	-18.50000
62	51	70.25000	-17.50000
62	52	70.25000	-16.50000
62	53	70.25000	-15.50000
62	54	70.25000	-14.50000
62	55	70.25000	-13.50000
62	56	70.25000	-12.50000
62	57	70.25000	-11.50000
62	58	70.75000	-18.50000
62	59	70.75000	-17.50000
62	60	70.75000	-16.50000
62	61	70.75000	-15.50000
62	62	70.75000	-14.50000
62	63	70.75000	-13.50000
62	64	70.75000	-12.50000
62	65	70.75000	-11.50000
62	66	71.50000	-19.00000
62	67	71.25000	-17.50000
62	68	71.25000	-16.50000
62	69	71.25000	-15.50000
62	70	71.25000	-14.50000
62	71	71.25000	-13.50000
62	72	71.25000	-12.50000
62	73	71.25000	-11.50000
62	74	71.75000	-17.50000
62	75	71.75000	-16.50000
62	76	71.75000	-15.50000
62	77	71.75000	-14.50000
62	78	71.75000	-13.50000
62	79	71.75000	-12.50000
62	80	71.75000	-11.50000
62	81	72.50000	-19.00000
62	82	72.25000	-17.50000
62	83	72.25000	-16.50000
62	84	72.25000	-15.50000
62	85	72.25000	-14.50000
62	86	72.25000	-13.50000
62	87	72.25000	-12.50000
62	88	72.25000	-11.50000
62	89	72.75000	-17.50000
62	90	72.75000	-16.50000
62	91	72.75000	-15.50000
62	92	72.75000	-14.50000
62	93	72.75000	-13.50000
62	94	72.75000	-12.50000
62	95	72.75000	-11.50000
62	96	73.50000	-18.00000
62	97	73.50000	-16.00000
62	98	73.50000	-14.00000
62	99	73.50000	-12.00000
62		70.98673	-20.52655
70	01	51.50000	-37.00000
70	02	50.50000	-25.00000
70	03	55.00000	-30.00000
70	04	55.00000	-26.00000
70	05	55.00000	-21.00000
70	06	55.50000	-41.00000
70	07	55.50000	-39.00000
70	08	55.50000	-37.00000
70	09	55.50000	-35.00000
70	10	55.50000	-33.00000
70	11	56.50000	-41.00000
70	12	56.50000	-39.00000
70	13	56.50000	-37.00000
70	14	56.50000	-35.00000
70	15	56.50000	-33.00000
70	16	57.50000	-41.00000
70	17	57.50000	-39.00000
70	18	57.50000	-37.00000
70	19	57.50000	-35.00000
70	20	57.50000	-33.00000
70	21	57.50000	-31.00000
70	22	57.50000	-29.00000
70	23	57.50000	-27.00000
70	24	58.50000	-41.00000
70	25	58.50000	-39.00000
70	26	58.50000	-37.00000
70	27	58.50000	-35.00000
70	28	58.50000	-33.00000
70	29	58.50000	-31.00000
70	30	58.50000	-29.00000
70	31	58.50000	-27.00000
70	32	58.00000	-24.00000
70	33	58.00000	-20.00000
70	34	59.25000	-26.50000
70	35	59.25000	-25.50000
70	36	59.25000	-24.50000
70	37	59.25000	-23.50000
70	38	59.25000	-22.50000
70	39	59.25000	-21.50000
70	40	59.25000	-20.50000
70	41	59.25000	-19.50000
70	42	59.25000	-18.50000
70	43	59.75000	-26.50000
70	44	59.75000	-25.50000
70	45	59.75000	-24.50000
70	46	59.75000	-23.50000
70	47	59.75000	-22.50000
70	48	59.75000	-21.50000
70	49	59.75000	-20.50000
70	50	59.75000	-19.50000
70	51	59.75000	-18.50000
70	52	60.25000	-26.50000
70	53	60.25000	-25.50000
70	54	60.25000	-24.50000
70	55	60.25000	-23.50000
70	56	60.25000	-22.50000
70	57	60.25000	-21.50000
70	58	60.25000	-20.50000
70	59	60.25000	-19.50000
70	60	60.25000	-18.50000
70	61	60.25000	-17.50000
70	62	60.25000	-16.50000
70	63	60.25000	-15.50000
70	64	60.75000	-26.50000
70	65	60.75000	-25.50000
70	66	60.75000	-24.50000
70	67	60.75000	-23.50000
70	68	60.75000	-22.50000
70	69	60.75000	-21.50000
70	70	60.75000	-20.50000
70	71	60.75000	-19.50000
70	72	60.75000	-18.50000
70	73	60.75000	-17.50000
70	74	60.75000	-16.50000
70	75	60.75000	-15.50000
70	76	61.25000	-26.50000
70	77	61.25000	-25.50000
70	78	61.25000	-24.50000
70	79	61.25000	-23.50000
70	80	61.25000	-22.50000
70	81	61.25000	-21.50000
70	82	61.25000	-20.50000
70	83	61.25000	-19.50000
70	84	61.25000	-18.50000
70	85	61.25000	-17.50000
70	86	61.25000	-16.50000
70	87	61.25000	-15.50000
70	88	61.75000	-26.50000
70	89	61.75000	-25.50000
70	90	61.75000	-24.50000
70	91	61.75000	-23.50000
70	92	61.75000	-22.50000
70	93	61.75000	-21.50000
70	94	61.75000	-20.50000
70	95	61.75000	-19.50000
70	96	61.75000	-18.50000
70	97	61.75000	-17.50000
70	98	61.75000	-16.50000
70	99	61.75000	-15.50000
70		54.28788	-29.04545
